Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
GauSei,SparseRAJA,512,0.2,68139121035,0.971382,COO
GauSei,Specialized,512,0.2,6458649174,0.00194933,CSR
GauSei,SparseRAJA,512,0.2,18497722378,0.971277,CSR
GauSei,Specialized,512,0.2,305581177,1,DIAG
GauSei,SparseRAJA,512,0.2,573494589,1,DIAG
GauSei,Specialized,512,0.6,67301935765,0.00194933,COO
GauSei,SparseRAJA,512,0.6,201384330055,0.990299,COO
GauSei,Specialized,512,0.6,18238551670,0.00194933,CSR
GauSei,SparseRAJA,512,0.6,53685464704,0.990266,CSR
GauSei,Specialized,512,0.6,922601281,1,DIAG
GauSei,SparseRAJA,512,0.6,1656975712,1,DIAG
GauSei,Specialized,512,0.4,45083765132,0.00194933,COO
GauSei,SparseRAJA,512,0.4,134439140378,0.985501,COO
GauSei,Specialized,512,0.4,12358757461,0.00194933,CSR
GauSei,SparseRAJA,512,0.4,35885465593,0.98547,CSR
GauSei,Specialized,512,0.4,614614791,1,DIAG
GauSei,SparseRAJA,512,0.4,1128946838,1,DIAG
GauSei,Specialized,512,0.3,34064212314,0.00194933,COO
GauSei,SparseRAJA,512,0.3,101371008344,0.980735,COO
GauSei,Specialized,512,0.3,9379962354,0.00194933,CSR
GauSei,SparseRAJA,512,0.3,27020816478,0.980763,CSR
GauSei,Specialized,512,0.3,460037290,1,DIAG
GauSei,SparseRAJA,512,0.3,842170363,1,DIAG
GauSei,Specialized,512,0.7,78369885642,0.00194933,COO
GauSei,SparseRAJA,512,0.7,234381604132,0.991653,COO
GauSei,Specialized,512,0.7,21208083769,0.00194933,CSR
GauSei,SparseRAJA,512,0.7,61660191483,0.99167,CSR
GauSei,Specialized,512,0.7,1077567412,1,DIAG
GauSei,SparseRAJA,512,0.7,1921478710,1,DIAG
GauSei,Specialized,512,0.5,56820075778,0.00194933,COO
GauSei,SparseRAJA,512,0.5,168014380034,0.988367,COO
GauSei,Specialized,512,0.5,15256450430,0.00194933,CSR
GauSei,SparseRAJA,512,0.5,44516787736,0.988328,CSR
GauSei,Specialized,512,0.5,768070132,1,DIAG
GauSei,SparseRAJA,512,0.5,1389031518,1,DIAG
GauSei,Specialized,512,0.3,34061236183,0.00194933,COO
GauSei,SparseRAJA,512,0.3,101370421555,0.980735,COO
GauSei,Specialized,512,0.3,9380924980,0.00194933,CSR
GauSei,SparseRAJA,512,0.3,27020428965,0.980763,CSR
GauSei,Specialized,512,0.3,460092854,1,DIAG
GauSei,SparseRAJA,512,0.3,866998599,1,DIAG
GauSei,Specialized,512,0.8,89544452183,0.00194933,COO
GauSei,SparseRAJA,512,0.8,264637919046,0.992694,COO
GauSei,Specialized,512,0.8,24194370088,0.00194933,CSR
GauSei,SparseRAJA,512,0.8,70362803417,0.992699,CSR
GauSei,Specialized,512,0.8,1231895105,1,DIAG
GauSei,SparseRAJA,512,0.8,2193810005,1,DIAG
GauSei,Specialized,512,0.4,45081068942,0.00194933,COO
GauSei,SparseRAJA,512,0.4,134471467591,0.985501,COO
GauSei,Specialized,512,0.4,12358986522,0.00194933,CSR
GauSei,SparseRAJA,512,0.4,35885847505,0.98547,CSR
GauSei,Specialized,512,0.4,614700539,1,DIAG
GauSei,SparseRAJA,512,0.4,1125907106,1,DIAG
GauSei,Specialized,512,0.6,67304724089,0.00194933,COO
GauSei,SparseRAJA,512,0.6,201381438691,0.990299,COO
GauSei,Specialized,512,0.6,18239027631,0.00194933,CSR
GauSei,SparseRAJA,512,0.6,53687240647,0.990266,CSR
GauSei,Specialized,512,0.6,922544960,1,DIAG
GauSei,SparseRAJA,512,0.6,1657167180,1,DIAG
GauSei,Specialized,512,0.9,100376260253,0.00194933,COO
GauSei,SparseRAJA,512,0.9,300129916599,0.993504,COO
GauSei,Specialized,512,0.9,27859484694,0.00194933,CSR
GauSei,SparseRAJA,512,0.9,86352448619,0.993504,CSR
GauSei,Specialized,512,0.9,1385106219,1,DIAG
GauSei,SparseRAJA,512,0.9,2474873764,1,DIAG
GauSei,Specialized,512,0.5,56820488650,0.00194933,COO
GauSei,SparseRAJA,512,0.5,168020450469,0.988367,COO
