Benchmark, Variant, Size, Density, Time, Hit Rate, DIAG
SpMV,SparseRAJA,1024,0.006,61451765,1,COO
SpMV,Specialized,1024,0.007,15067446,1,COO
SpMV,SparseRAJA,1024,0.007,68748674,1,COO
GauSei,Specialized,1024,0.008,11224313608,0.00195122,COO
GauSei,SparseRAJA,1024,0.008,28888878722,0.723841,COO
GauSei,Specialized,1024,0.008,3230512019,0.000976562,CSR
GauSei,SparseRAJA,1024,0.008,8157300691,0.729885,CSR
GauSei,Specialized,1024,0.008,67193993,1,DIAG
GauSei,SparseRAJA,1024,0.008,127171864,0.999894,DIAG
GauSei,Specialized,1024,0.001,1483194351,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2274460248,0.526087,COO
GauSei,Specialized,1024,0.001,356545142,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,550107417,0.481178,CSR
GauSei,Specialized,1024,0.001,16399801,1,DIAG
GauSei,SparseRAJA,1024,0.001,37999882,0.999517,DIAG
SpMV,Specialized,1024,0.006,12594614,1,COO
SpMV,SparseRAJA,1024,0.006,60154265,1,COO
GauSei,Specialized,1024,0.001,1480657405,0.361952,COO
GauSei,SparseRAJA,1024,0.001,2275546847,0.526087,COO
GauSei,Specialized,1024,0.001,356410377,0.354492,CSR
GauSei,SparseRAJA,1024,0.001,549779408,0.481178,CSR
GauSei,Specialized,1024,0.001,16499616,1,DIAG
GauSei,SparseRAJA,1024,0.001,37927121,0.999517,DIAG
GauSei,Specialized,1024,0.006,7978339241,0.00390245,COO
GauSei,SparseRAJA,1024,0.006,18857127663,0.669677,COO
